turns,speaker_role,utterance,theme_label,gemma_pred,mistral_pred,utterance_id
t-32/82,Customer,"Yes, matter of fact there is. I need to make a transfer f...",make internal transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_991d74fb_100444_237872-31
t-2/59,Customer,"Yes, hey Jerry, my name is Evelyn Richards and I am calli...",update phone number,Update Personal Information,Account Inquiries & Disputes,Banking_4d69bfd3_100274_1645537-1
t-27/59,Customer,"OK. All right, and I also would like to know when my car ...",apply for or get info about loan | inquire about loan,Check Account Balance,Financial Transactions and Bank Services,Banking_4d69bfd3_100274_1645537-26
t-36/59,Customer,"Yes, there is. I'd like to know if there are any ATMs nea...",find atm,Find ATM Location,Find ATM Location,Banking_4d69bfd3_100274_1645537-35
t-6/20,Customer,Oh OK. All right. Well I mean I mean right at this moment...,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_91eff388_100438_2754676A2-5
t-13/20,Customer,OK. Well OK. I can make that nearest one but it sounds li...,get branch info,Find ATM Location,Find ATM Location,Banking_91eff388_100438_2754676A2-12
t-8/53,Customer,OK. Alright. I guess that's true. The reason that I'm cal...,make internal transfer,Internal Funds Transfer,Account Inquiries & Disputes,Banking_ff12671e_100068_1734467-7
t-44/53,Customer,Oh. OK. So how do I go about setting an online banking so...,inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_ff12671e_100068_1734467-43
t-6/112,Customer,I wanted to make a wire transfer.,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_9f14c320_100306_1594944-5
t-98/112,Customer,I'd like to credit cards.,open credit card,Money Transfer/Account Access,Financial Transactions and Bank Services,Banking_9f14c320_100306_1594944-97
t-2/45,Customer,Yay Shannon this is Robert Johnson. Anyway I'm out and ab...,find atm,Find ATM Location,Find ATM Location,Banking_f29db609_100409_5544050-1
t-14/45,Customer,"oh OK. hey, can I check my balance real quick?",check account balance,Check Account Balance,Check Account Balance,Banking_f29db609_100409_5544050-13
t-2/39,Customer,Hi. Yes ma'am. I'm calling because I'd like to update som...,update personal info,Update Personal Information,Account Inquiries & Disputes,Banking_cec6a039_100287_866630-1
t-26/39,Customer,I do have one more thing. do you guys have online banking...,inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_cec6a039_100287_866630-25
t-34/39,Customer,"If you can email that to me, that would be great.",request email | request informational/confirmation email,Update Personal Information,Financial Transactions and Bank Services,Banking_cec6a039_100287_866630-33
t-11/54,Customer,"Thank you, thank you. We need it. Send help. Ice, air con...",open bank account,Update Personal Information,Account Inquiries & Disputes,Banking_c8716585_100369_834073-10
t-47/54,Customer,"no, not right now, but if you're able to send that throug...",request email | request informational/confirmation email,Update Personal Information,Financial Transactions and Bank Services,Banking_c8716585_100369_834073-46
t-2/29,Customer,hey I'm calling I need to update my address. I just moved...,update customer address,Update Personal Information,Personal Information Update,Banking_136e76d7_100280_2754676A2-1
t-2/102,Customer,"Hey Gina, how ya doing? I'm having a little bit of troubl...",make internal transfer,Internal Funds Transfer,Wire Transfer Requests,Banking_7e4a0b8f_100069_2030201A2-1
t-37/102,Agent,And do you want to know the balance right now?,check account balance,Check Account Balance,Check Account Balance,Banking_7e4a0b8f_100069_2030201A2-36
t-57/102,Agent,Now do you want me to go ahead and send you that informat...,inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_7e4a0b8f_100069_2030201A2-56
t-2/63,Customer,Hi my name is Davina Saint Clair. I have gotten a piece o...,report notice,Dispute Transaction,Account Inquiries & Disputes,Banking_0c63d777_100090_5518770-1
t-18/63,Customer,Yes I would like to do a transfer from my checkings to my...,make internal transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_0c63d777_100090_5518770-17
t-52/63,Agent,While I have you on the line do you need order any new ch...,inquire about checks | order/deposit check,Money Transfer/Account Access,Financial Transactions and Bank Services,Banking_0c63d777_100090_5518770-51
t-31/97,Customer,But I do need to give you my new address. Remove from tha...,update customer address,Update Personal Information,Personal Information Update,Banking_f9081ba3_100176_1645537-30
t-47/97,Customer,Thanks. And would you also give me my checking account ba...,check account balance,Check Account Balance,Check Account Balance,Banking_f9081ba3_100176_1645537-46
t-2/64,Customer,Yes. Hi. I would like to update my phone. My son broke my...,update phone number,Update Personal Information,Personal Information Update,Banking_fdc819f8_100291_237872-1
t-48/64,Agent,"Yes, sir. It's going to effect immediately. Would you lik...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_fdc819f8_100291_237872-47
t-2/75,Customer,"Yes, I need to update my phone number on my account, please.",update phone number,Update Personal Information,Personal Information Update,Banking_4dfb7770_100278_237872-1
t-4/42,Customer,Oh I'm doing great thank you. The reason that I am callin...,make internal transfer,Internal Funds Transfer,Account Inquiries & Disputes,Banking_cd832d3d_100079_1918405-3
t-29/42,Customer,"yes ma'am actually while I have you on the phone, could I...",check account balance,Check Account Balance,Check Account Balance,Banking_cd832d3d_100079_1918405-28
t-4/44,Customer,I'm doing good. I need some help please. I am trying to o...,open bank account,Open New Account,"
Online Banking Setup Requests",Banking_b56df119_100384_834073-3
t-2/54,Customer,Oh yeah hi good evening. my name is Sarah Jones and I was...,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_969dd19b_100309_827215-1
t-35/54,Customer,yeah I actually I was looking to see how I can figure out...,get branch info,Branch Location Request,"
Nearest Branch Location and Hours",Banking_969dd19b_100309_827215-34
t-4/56,Customer,"Well, I need to find me a couple of ATMs in Salem. I'm go...",find atm,Find ATM Location,Find ATM Location,Banking_94b9e5c9_100469_2015806-3
t-25/56,Customer,"And could you check the balance in my checking account, p...",check account balance,Check Account Balance,Check Account Balance,Banking_94b9e5c9_100469_2015806-24
t-42/56,Agent,"That's, that's, that's fine, I've heard a lot of people t...",inquire about limits | perform operations with limits,Find ATM Location,Find ATM Location,Banking_94b9e5c9_100469_2015806-41
t-2/41,Customer,"Hello this is Charlene speaking, and I have an issue rega...",update customer address,Update Personal Information,Personal Information Update,Banking_ead948b4_100261_5543657-1
t-2/56,Customer,"Hello, I'd like to open a bank account please.",open bank account,Open New Account,"
Online Banking Setup Requests",Banking_246c3634_100375_1937284A1-1
t-28/56,Customer,Yes I would please. I would like to transfer one thousand...,make internal transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_246c3634_100375_1937284A1-27
t-32/56,Customer,"Yes I would. I would like a small amount, just fifty cheq...",inquire about checks | order/deposit check,Money Transfer/Account Access,Financial Transactions and Bank Services,Banking_246c3634_100375_1937284A1-31
t-46/56,Customer,"Oh, OK. And can I just go to the website and make myself ...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_246c3634_100375_1937284A1-45
t-4/50,Customer,I'm doing pretty good. I have a question for you. I was l...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_720dbb83_100247_834073-3
t-17/50,Customer,Oh OK. If we can would you be able to update that or do I...,update personal info,Update Personal Information,Personal Information Update,Banking_720dbb83_100247_834073-16
t-4/50,Customer,"Wait, I'm sorry. You know what? I have a few cards that l...",check account balance,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_11005f5f_100022_866630-3
t-43/50,Agent,"OK, all right. would you like further information about o...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_11005f5f_100022_866630-42
t-18/47,Customer,is there a branch location closer to me?,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_39539b22_100498_1586155-17
t-33/47,Agent,OK. Did you wanna know the branch location that was locat...,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_39539b22_100498_1586155-32
t-40/47,Customer,no but while I have you on the line could you check my ba...,check account balance,Check Account Balance,Check Account Balance,Banking_39539b22_100498_1586155-39
t-4/106,Customer,OK. so last night me and my friends. We were coming out o...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_99c715d5_100151_2030201A2-3
t-56/106,Agent,I'm gonna go ahead and cancel this card right now before ...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_99c715d5_100151_2030201A2-55
t-88/106,Agent,OK. No. This is gonna. I already escalated it. So you don...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_99c715d5_100151_2030201A2-87
t-8/44,Customer,All right. I need to make a transfer from my savings to m...,make internal transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_9eabeeaa_100061_866630-7
t-2/111,Customer,"Hello, this Peter Davis calling. I wanna do a wire transf...",make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_d3df3fb3_100343_1911876-1
t-90/111,Customer,"OK. Yes, through email please.",request email | request informational/confirmation email,Update Personal Information,Financial Transactions and Bank Services,Banking_d3df3fb3_100343_1911876-89
t-94/111,Customer,I'm looking for nearest bank branch.,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_d3df3fb3_100343_1911876-93
t-35/58,Customer,"I'm wondering, is there any way that I can do this myself...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_b0fff8c1_100150_1060108-34
t-2/39,Customer,Hi Daisy. I need to find the closest branch location.,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_cd4f1520_100441_1586155-1
t-6/39,Customer,"yeah, but could you also tell me the hours?",get branch info,Branch Location Request,Financial Transactions and Bank Services,Banking_cd4f1520_100441_1586155-5
t-8/39,Customer,"yeah, while I have you on the line could you also check m...",check account balance,Check Account Balance,Check Account Balance,Banking_cd4f1520_100441_1586155-7
t-26/39,Customer,yeah. I was looking at your website the other day and I n...,inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_cd4f1520_100441_1586155-25
t-32/39,Customer,"with that online banking, would I be able to update my ac...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_cd4f1520_100441_1586155-31
t-2/68,Customer,"Yeah, I got a problem with my Intel bank account. I got a...",inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_c61fd43a_100210_237872-1
t-6/59,Customer,I could do that but I was actually hoping I could transfe...,make internal transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_07faba3d_100056_1586155-5
t-49/59,Agent,"All right, would you like me to email that information to...",request email | request information/confirmation email,Update Personal Information,Financial Transactions and Bank Services,Banking_07faba3d_100056_1586155-48
t-4/47,Customer,"Oh, I'm great thank you. I'm actually sorry to bother you...",find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_14adbf77_100450_1918405-3
t-22/47,Customer,"OK, great. Thank you. Do you know what the operating hour...",get branch info,Branch Location Request,Financial Transactions and Bank Services,Banking_14adbf77_100450_1918405-21
t-24/47,Customer,"OK, wonderful. And actually do you know if they would be ...",get tech support,Open New Account,"
Online Banking Setup Requests",Banking_14adbf77_100450_1918405-23
t-14/73,Customer,yeah. I wanted to make a wire transfer.,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_3355786d_100309_1788448-13
t-2/47,Customer,"Yes, I need to find an ATM near where I am.",find atm,Find ATM Location,Find ATM Location,Banking_3c482b4b_100481_1951334-1
t-32/47,Customer,"actually, can you just tell me the closest branch, then? ...",find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_3c482b4b_100481_1951334-31
t-2/49,Customer,"yes, hi. my name is John. I'm calling cuz I I lost a card...",inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Account Inquiries & Disputes,Banking_6d70cbe6_100168_2754676A2-1
t-3/49,Customer,So I'd like to get a replacement.,inquire about card security | report/replace/lock lost/compromised card,Update Personal Information,Financial Transactions and Bank Services,Banking_6d70cbe6_100168_2754676A2-2
t-40/49,Agent,So I'm going to cancel your your lost card and I'm going ...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_6d70cbe6_100168_2754676A2-39
t-42/49,Customer,"well I do want to know if I could maybe just, set up the ...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_514b24bc_100408_1951334-41
t-4/73,Customer,All right fine. I think I lost my credit card.,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_c726fd32_100193_1425178-3
t-6/73,Customer,So I don't really know what to do about that. I'm just wo...,make external wire transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_c726fd32_100193_1425178-5
t-64/73,Customer,I can't have it right now?,expedite processing/transfer | inquire about expedite processing,Update Personal Information,Financial Transactions and Bank Services,Banking_c726fd32_100193_1425178-63
t-2/90,Customer,"Hey Millie, how you doing? long time customer of Intellib...",make external wire transfer,Update Personal Information,Account Inquiries & Disputes,Banking_0e198a98_100320_2030201A2-1
t-2/40,Customer,Hi Ashley I'm calling because I'd like to open an account.,open bank account,Open New Account,Account Inquiries & Disputes,Banking_b443e276_100373_866630-1
t-10/183,Customer,"Yeah. Well anyway, I actually want to open a new account.",open bank account,Update Personal Information,Personal Information Update,Banking_5787945f_100375_2889722-9
t-34/183,Agent,Oh. OK. Perfect. checking account. And do you know we hav...,open bank account,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_5787945f_100375_2889722-33
t-61/183,Customer,Yeah. So it it's an old one that I I had as like the cust...,open bank account,Update Personal Information,Personal Information Update,Banking_5787945f_100375_2889722-60
t-88/183,Agent,Yes. But then we do that transaction on my end. So don't ...,make external wire transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_5787945f_100375_2889722-87
t-129/183,Agent,Eight two. Thank you. Hold on a moment please. I need to ...,check account balance,Check Account Balance,Check Account Balance,Banking_5787945f_100375_2889722-128
t-4/66,Customer,I'm doing pretty well I'm calling today because I would l...,open bank account,Open New Account,Account Inquiries & Disputes,Banking_60052c00_100391_834073-3
t-2/75,Customer,"Hi, yes, I was calling because there was a transaction on...",inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Account Inquiries & Disputes,Banking_a29811d6_100203_1589248-1
t-4/54,Customer,I'm doing pretty good. I need some help please. I need to...,make external wire transfer,Internal Funds Transfer,Wire Transfer Requests,Banking_9be3cd2f_100092_834073-3
t-31/54,Customer,"well, do you think that maybe you could help find me an A...",find atm,Money Transfer/Account Access,Wire Transfer Requests,Banking_9be3cd2f_100092_834073-30
t-4/35,Customer,I'm just calling to set up a new account with you guys.,open bank account,Update Personal Information,Account Inquiries & Disputes,Banking_49660b54_100358_663909-3
t-6/34,Customer,"Oh, those are such bad rates for both of those option. I ...",open bank account,Open New Account,"
Online Banking Setup Requests",Banking_7a76c966_100390_2660064-5
t-42/61,Customer,no I actually do want to transfer some money to my mother...,make internal transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_5bc9bf87_100145_834073-41
t-15/92,Agent,You have not banked with us before. So in order for you t...,open bank account,Internal Funds Transfer,Wire Transfer Requests,Banking_5c560ff3_100066_827215-14
t-54/92,Customer,I'd like to transfer I'm sorry transfer my checkings to m...,make internal transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_5c560ff3_100066_827215-53
t-31/44,Customer,"OK, great. I would also like to update some information. ...",update email,Update Personal Information,Personal Information Update,Banking_a79179d3_100144_1304991-30
t-39/44,Customer,"Yeah, you can just tell me something about how to get. Ho...",apply for or get info about loan | inquire about loan,Money Transfer/Account Access,Financial Transactions and Bank Services,Banking_a79179d3_100144_1304991-38
t-2/28,Customer,"Hi, I'm Latoya. I'm calling because I lost my card.",inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Account Inquiries & Disputes,Banking_0433a0f3_100200_663909-1
t-14/28,Customer,yes yes I noticed that the last time when I checked my ac...,get transaction history/details | inquire about past transactions,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_0433a0f3_100200_663909-13
t-14/68,Customer,well first I want to update my email information on my ac...,update email,Update Personal Information,Personal Information Update,Banking_b7d206a2_100295_1788448-13
t-29/68,Customer,I I wanna know the nearest branch location near me.,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_b7d206a2_100295_1788448-28
t-2/51,Customer,"Hi, I'm calling in to report that my account has been sto...",inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Account Inquiries & Disputes,Banking_3470f8f7_100199_5543657-1
t-33/51,Agent,"I will try to go ahead and fix the situation for you. So,...",inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_3470f8f7_100199_5543657-32
t-2/40,Customer,yes I need to make a wire transfer. Can you help me with ...,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_b232ca3c_100350_1565219-1
t-2/93,Customer,yeah I need some information I need to find an ATM I move...,find atm,Find ATM Location,Find ATM Location,Banking_32bfa950_100497_4487984-1
t-6/93,Customer,OK well I'll need to change that one to five fifty-six ar...,update customer address,Update Personal Information,Financial Transactions and Bank Services,Banking_32bfa950_100497_4487984-5
t-55/93,Customer,also can I do cash deposits?,get branch info,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_32bfa950_100497_4487984-54
t-63/93,Customer,Can I bump that up to a thousand?,inquire about limits | perform operations with limits,Money Transfer/Account Access,Financial Transactions and Bank Services,Banking_32bfa950_100497_4487984-62
t-78/93,Customer,What's your hours at your lobby?,get branch info,Branch Location Request,Financial Transactions and Bank Services,Banking_32bfa950_100497_4487984-77
t-2/94,Customer,yes yes I'm calling today because I want to dispute a tra...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Account Inquiries & Disputes,Banking_0cd312d9_100228_237872-1
t-2/40,Customer,Hi. I'm calling to transfer money to my mortgage company.,make external wire transfer,Internal Funds Transfer,Account Inquiries & Disputes,Banking_cb09ebec_100442_663909-1
t-31/40,Customer,"Oh wow, oh my God. I really wanted to to deposit a check ...",find branch,Find ATM Location,Find ATM Location,Banking_cb09ebec_100442_663909-30
t-2/60,Customer,"Hi, I would like to make a wire transfer.",make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_e74dcdaa_100329_5213877-1
t-2/88,Customer,yes. I need to get the balance of my account. you know wh...,find atm,Find ATM Location,Find ATM Location,Banking_f5b3b3b0_100473_237872-1
t-2/39,Customer,Hello. I'd like assistance in making a wire transfer.,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_ee9bf7eb_100305_5543657-1
t-21/56,Customer,"I have here what I think the balance should be, but I was...",check account balance,Check Account Balance,Check Account Balance,Banking_443106a6_100095_834073-20
t-2/61,Customer,"yeah, I just got a notice in the mail saying something is...",report notice,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_79a01895_100036_237872-1
t-17/61,Agent,"All right, sir, I have your file here. So you need to che...",check account balance,Check Account Balance,Check Account Balance,Banking_79a01895_100036_237872-16
t-40/61,Agent,would you like to check that savings account balance?,check account balance,Check Account Balance,Check Account Balance,Banking_79a01895_100036_237872-39
t-53/61,Agent,"OK sir, would you like any other information? Maybe some ...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_79a01895_100036_237872-52
t-14/77,Customer,I wanted to update my address in my personal file.,update customer address,Update Personal Information,Personal Information Update,Banking_a011ceca_100268_1788448-13
t-55/77,Customer,actually that I think that that might be it. can you read...,check account balance,Dispute Transaction,Check Account Balance,Banking_a011ceca_100268_1788448-54
t-2/74,Customer,Yes hello Jerry. My name is Evaline Richards and I'm call...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Account Inquiries & Disputes,Banking_c9a75107_100192_1645537-1
t-34/74,Customer,OK. Thank you and before you know I go I would like to di...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_c9a75107_100192_1645537-33
t-7/99,Customer,"That's great, good to hear a real person around here. I n...",make internal transfer,Internal Funds Transfer,Wire Transfer Requests,Banking_85c4edad_100069_4487984-6
t-2/71,Customer,"Yes ma'am, I called earlier trying to open a new account ...",open bank account,Open New Account,Account Inquiries & Disputes,Banking_e95e6da9_100371_972492-1
t-51/71,Customer,I would like to check my. I would like to check my balanc...,check account balance,Check Account Balance,Check Account Balance,Banking_e95e6da9_100371_972492-50
t-11/72,Customer,Locations do you have close to my house?,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_402261e4_100438_4173367-10
t-19/72,Customer,OK. Phone number please.,get branch info,Update Personal Information,Financial Transactions and Bank Services,Banking_402261e4_100438_4173367-18
t-28/72,Customer,OK well then can you give me the balance on my checking a...,check account balance,Check Account Balance,Check Account Balance,Banking_402261e4_100438_4173367-27
t-61/72,Customer,OK what's your main branch address then?,get branch info,Branch Location Request,"
Nearest Branch Location and Hours",Banking_402261e4_100438_4173367-60
t-2/91,Customer,"Debbie. Hi, Debbie. I have a I'm having a problem here. I...",inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_c932bfa2_100169_748987-1
t-2/38,Customer,"Hi Alexis, I need help with changing my address.",update customer address,Update Personal Information,Personal Information Update,Banking_6d86bdd6_100253_1118134-1
t-2/55,Customer,Yes I need to find a branch near me.,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_c9952a3c_100434_1645537-1
t-12/55,Customer,And I also need my available credit on my card.,inquire about limits | perform operations with limits,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_c9952a3c_100434_1645537-11
t-6/53,Customer,OK. I want to make a transfer from my account to my son's...,make internal transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_b24685da_100321_2049914-5
t-31/53,Customer,Can you can you tell me how much is in there?,check account balance,Dispute Transaction,Financial Transactions and Bank Services,Banking_b24685da_100321_2049914-30
t-2/43,Customer,"Oh yeah, hi darling, good afternoon. Oh, I apologize, it'...",inquire about checks | order/deposit check,Open New Account,"
Online Banking Setup Requests",Banking_6cd5d349_100083_827215-1
t-16/43,Customer,"Oh, that's wonderful. Thank you so much for taking your t...",make internal transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_6cd5d349_100083_827215-15
t-2/48,Customer,So I received a letter in the mail from Intellibank and i...,report notice,Dispute Transaction,"
Online Banking Setup Requests",Banking_62bb6014_100222_1951334-1
t-32/48,Customer,Yeah. That is not mine. How do I dispute that? What do I ...,inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_62bb6014_100222_1951334-31
t-33/48,Agent,OK. So what I'm gonna do is I'm gonna go ahead and flag t...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_62bb6014_100222_1951334-32
t-2/60,Customer,Hi Daisy. My name is George. I'm new to the area and have...,open bank account,Open New Account,Account Inquiries & Disputes,Banking_4a9871da_100354_1586155-1
t-2/47,Customer,Yes I need to transfer money to my husband's account.,make internal transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_f7558aaa_100051_1951334-1
t-28/47,Customer,"OK can you send me a confirmation from Intellibank, please?",request email | request informational/confirmation email,Update Personal Information,Financial Transactions and Bank Services,Banking_f7558aaa_100051_1951334-27
t-3/76,Agent,Yes sir. certainly I can help you with that. Would you li...,find branch,Open New Account,"
Nearest Branch Location and Hours",Banking_c25a66aa_100406_237872-2
t-2/90,Customer,Hi. Yeah. I thought you were called Intel Bank but whatev...,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_07595e33_100310_1425178-1
t-8/52,Customer,I want to put money into his account.,make internal transfer,Internal Funds Transfer,Wire Transfer Requests,Banking_e64dbe11_100058_1586155-7
t-20/52,Customer,Hey before we do the transfer could you tell me where the...,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_e64dbe11_100058_1586155-19
t-22/52,Customer,and also the hours please.,get branch info,Branch Location Request,Financial Transactions and Bank Services,Banking_e64dbe11_100058_1586155-21
t-2/41,Customer,Hey Christina. How you doing? I I got a letter in the mai...,report notice,Dispute Transaction,Account Inquiries & Disputes,Banking_cd44f5bd_100287_2030201A2-1
t-15/41,Agent,Well that's no problem at all. I can totally update your ...,update email,Update Personal Information,Personal Information Update,Banking_cd44f5bd_100287_2030201A2-14
t-28/41,Customer,You You know what like something I really have not touche...,inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_cd44f5bd_100287_2030201A2-27
t-2/47,Customer,yes. Hey Michael. I'm I was interested in opening up anot...,open bank account,Open New Account,"
Online Banking Setup Requests",Banking_147b49d7_100381_2754676A2-1
t-4/47,Customer,if possible. I mean I was just kinda curious. Can we just...,make internal transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_147b49d7_100381_2754676A2-3
t-2/97,Customer,Hi Kathy. This is Julie Williams. I'm calling today becau...,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_aeafbd04_100319_1734467-1
t-16/56,Customer,"Yeah. So, I need to find a location that's close to my home.",find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_26f916b1_100450_1951334-15
t-34/56,Customer,"All right. I'm writing this . And, also could you give me...",get branch info,Branch Location Request,"
Nearest Branch Location and Hours",Banking_26f916b1_100450_1951334-33
t-44/56,Customer,OK. While you have my account open can you tell just to m...,get transaction history/details | inquire about past transactions,Open New Account,Check Account Balance,Banking_26f916b1_100450_1951334-43
t-4/119,Customer,Actually it's me and my me me and my friends where having...,inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_375cdd27_100158_2030201A1-3
t-100/119,Customer,once I I realized this had happened last night would it h...,inquire about online banking | set up/get online banking info,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_375cdd27_100158_2030201A1-99
t-4/123,Customer,Doing good. I I I have a few things to go over with my ac...,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_5bd5044f_100344_2030201A2-3
t-77/123,Customer,you know what? I think I need to go through and update so...,update personal info,Update Personal Information,Personal Information Update,Banking_5bd5044f_100344_2030201A2-76
t-105/123,Customer,Do you wanna do online banking maybe?,inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_5bd5044f_100344_2030201A2-104
t-7/76,Agent,OK Sir. well I can give you a list of ATM locations close...,find atm,Find ATM Location,Find ATM Location,Banking_d3402bd5_100461_237872-6
t-2/56,Customer,"Hi Becky, my name is Raoul. I'm calling because I wanted ...",make internal transfer,Internal Funds Transfer,Account Inquiries & Disputes,Banking_7a0e1147_100079_1586155-1
t-42/56,Customer,"Yeah, I was just wondering if this is something I could h...",inquire about online banking | set up/get online banking info,Update Personal Information,Financial Transactions and Bank Services,Banking_7a0e1147_100079_1586155-41
t-4/29,Customer,Sure. Don't worry about my account. I just received some ...,report notice,Dispute Transaction,Account Inquiries & Disputes,Banking_55761bda_100410_2870076-3
t-12/29,Customer,OK. Where is your Intellicheck bank located?,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_55761bda_100410_2870076-11
t-14/100,Customer,This I I need to is there a way I can change my answer af...,inquire about online banking/account security | manage online banking/account security,Update Personal Information,Personal Information Update,Banking_a90a630d_100308_2030201A2-13
t-25/100,Customer,And I need to get money to her. can I I and I I don't bec...,make external wire transfer,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_a90a630d_100308_2030201A2-24
t-80/100,Customer,Just by chance you know cuz she has to. Like like I said ...,open credit card,Internal Funds Transfer,Wire Transfer Requests,Banking_a90a630d_100308_2030201A2-79
